hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,rep_guest,prev_cancel,payment_method,card_no,resv_status,meal,assgn_room,cus_seg,room-type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person ,pos,comm_pay,customer_review
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,John Huber,720-923-6778,John_Huber@aol.com,2,Platinum,0,0,Online Transfer,************9390,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,8,320,"5,200",10%,520,"5,000",300, Refunded  ,24/02/2024,03/03/2024,34.43,Amy,Sales Executive,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Timothy Sutton,685-352-1453,Sutton_Timothy75@outlook.com,4,Gold,0,0,Cash,************7337,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,7,280,"4,550",5%,228,"4,603",300, Refunded  ,03/12/2024,10/12/2024,51.84,Derek,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Nicholas Reynolds,471-061-8006,Nicholas_Reynolds@xfinity.com,3,Platinum,0,0,Cash,************8276,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Booking.com,650,10,400,"6,500",10%,650,"6,250",300, Refunded  ,24/07/2024,03/08/2024,46.65,Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Gregory Gonzalez,328-628-0288,GregoryGonzalez@zoho.com,3,Gold,0,0,Credit Card,************1648,Check-Out,BB,A,Individual,Royal Suite ,3,2,Booking.com,"1,800",13,"1,300","23,400",5%,"1,170","23,530",300, Refunded  ,26/02/2024,10/03/2024,37.29,Leo,Sales Manager,30,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Ariana Rangel,781-787-5521,Ariana.R@verizon.com,2,Platinum,0,0,Cash,************7087,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,16,640,"10,400",10%,"1,040","10,000",300, Refunded  ,27/10/2024,12/11/2024,47.6,Amy,Sales Executive,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kaitlyn Tran,564-704-1460,KTran@comcast.net,3,Gold,0,0,Cash,************2831,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,5,100,"2,750",5%,138,"2,713",300, Refunded  ,24/02/2024,29/02/2024,34.97,Derek,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Colleen Lang,350-196-9507,Colleen_Lang43@hotmail.com,2,Gold,0,0,Online Transfer,************8479,Check-Out,BB,E,Corporate,Deluxe Room,2, -   ,Agoda,650,12,480,"7,800",5%,390,"7,890",300, Refunded  ,22/02/2024,05/03/2024,46.76,Amy,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Caitlin Allison MD,900-727-0577,Caitlin.M23@mail.com,3,Platinum,0,0,Cash,************2372,Check-Out,BB,A,Individual,Studio,3,1,Booking.com,"1,650",12,960,"19,800",10%,"1,980","18,780",300, Refunded  ,28/04/2024,10/05/2024,25,Amy,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Melissa Rogers,302-902-1289,MelissaRogers45@yandex.com,4,Gold,0,0,Online Transfer,************9849,Check-Out,BB,D,Corporate,Studio,3, -   ,Booking.com,"1,650",5,300,"8,250",5%,413,"8,138",300, Refunded  ,13/05/2024,18/05/2024,49,Derek,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Mrs. Samantha Vaughan MD,646-007-3559,Mrs._M@mail.com,5,Platinum,0,0,Online Transfer,************9891,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Direct,650,9,360,"5,850",10%,585,"5,625",300, Refunded  ,21/07/2024,30/07/2024,39,Leo,Sales Manager,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jordan Smith,825-272-7286,Jordan.S@aol.com,5,Gold,0,0,Cash,************9588,Check-Out,HB,A,Corporate,Single Room,1, -   ,Agoda,550,12,240,"6,600",5%,330,"6,510",300, Refunded  ,22/04/2024,04/05/2024,55,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Joshua Wright,485-151-3725,Wright_Joshua@mail.com,3,Gold,0,0,Cash,************9072,Check-Out,BB,D,Family,Deluxe Room,2,1,Direct,650,8,480,"5,200",5%,260,"5,420",300, Refunded  ,20/05/2024,28/05/2024,44.1,Leo,Sales Manager,20,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Leroy Sweeney,179-995-3245,Leroy_S@comcast.net,2,Gold,0,0,Credit Card,************9365,Check-Out,BB,A,Corporate,Studio,3, -   ,Direct,"1,650",8,480,"13,200",5%,660,"13,020",300, Refunded  ,24/10/2024,01/11/2024,25,Amy,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Christina Kaiser,570-387-7232,Christina.Kaiser15@verizon.com,5,Platinum,0,0,Cash,************2149,Check-Out,HB,D,Family,Studio,3, -   ,Direct,"1,650",5,300,"8,250",10%,825,"7,725",300, Refunded  ,09/02/2024,14/02/2024,55.04,Derek,Sales Executive,25,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Joshua Cain,127-800-7386,Cain.Joshua@yahoo.com,4,Gold,0,0,Online Transfer,************1301,Check-Out,BB,A,Corporate,Studio,3, -   ,Direct,"1,650",3,180,"4,950",5%,248,"4,883",300, Refunded  ,13/09/2024,16/09/2024,36,Derek,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Jacqueline Meyer,249-529-8812,Meyer_Jacqueline@protonmail.com,2,Gold,0,0,Credit Card,************3636,Check-Out,BB,F,Individual,Deluxe Room,1,2,Booking.com,650,3,180,"1,950",5%,98,"2,033",300, Refunded  ,18/06/2024,21/06/2024,56.16,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Caitlin Lambert,796-549-8246,Caitlin_Lambert90@yandex.com,3,Platinum,0,0,Cash,************5754,Check-Out,HB,E,Family,Studio,3, -   ,Booking.com,"1,650",1,60,"1,650",10%,165,"1,545",300, Refunded  ,26/07/2024,27/07/2024,61.87,Amy,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Terrence Hernandez,444-859-4717,Terrence.Hernandez99@yahoo.com,3,Platinum,0,0,Credit Card,************7092,Check-Out,BB,A,Corporate,Single Room,1, -   ,Agoda,550,10,200,"5,500",10%,550,"5,150",300, Refunded  ,17/07/2024,27/07/2024,24.8,Amy,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Joseph Davis,167-659-4299,JosephDavis88@aol.com,4,Platinum,0,0,Cash,************8640,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,5,100,"2,750",10%,275,"2,575",300, Refunded  ,01/12/2024,06/12/2024,46,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Danny Jordan,286-041-6491,Jordan.Danny@comcast.net,2,Platinum,0,0,Online Transfer,************8094,Check-Out,BB,D,Family,Deluxe Room,2,2,Booking.com,650,13,"1,040","8,450",10%,845,"8,645",300, Refunded  ,12/09/2024,25/09/2024,48,Derek,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Dr. Roger Thompson III,687-241-8387,Dr..I@att.com,2,Platinum,0,0,Online Transfer,************6893,Check-Out,BB,D,Individual,Studio,3, -   ,Agoda,"1,650",11,660,"18,150",10%,"1,815","16,995",300, Refunded  ,17/11/2024,28/11/2024,50.5,Amy,Sales Executive,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Rebecca Hahn,300-543-1859,Rebecca_H@aol.com,4,Gold,0,0,Cash,************9730,Check-Out,BB,D,Corporate,Studio,3, -   ,Agoda,"1,650",15,900,"24,750",5%,"1,238","24,413",300, Refunded  ,10/08/2024,25/08/2024,29,Amy,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,William Gardner,370-034-8911,William_Gardner@zoho.com,3,Gold,0,0,Cash,************9175,Check-Out,BB,D,Corporate,Studio,3, -   ,Booking.com,"1,650",10,600,"16,500",5%,825,"16,275",300, Refunded  ,05/03/2024,15/03/2024,29,Amy,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Christopher Lane,908-533-0657,Christopher_Lane@yahoo.com,5,Gold,0,0,Cash,************3889,Check-Out,BB,E,Family,Royal Suite ,3,2,Direct,"1,800",4,400,"7,200",5%,360,"7,240",300, Refunded  ,23/05/2024,27/05/2024,69.43,Derek,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Kyle Miller,962-932-5173,Miller_Kyle@yahoo.com,3,Gold,0,0,Cash,************5885,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,3,60,"1,650",5%,83,"1,628",300, Refunded  ,11/02/2024,14/02/2024,40,Leo,Sales Manager,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Brian Abbott,683-913-3865,Brian.Abbott@att.com,4,Gold,0,0,Online Transfer,************6080,Check-Out,BB,A,Family,Studio,3, -   ,Direct,"1,650",8,480,"13,200",5%,660,"13,020",300, Refunded  ,15/08/2024,23/08/2024,40,Leo,Sales Manager,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jonathan Patel,592-668-1185,JPatel@att.com,3,Gold,0,0,Cash,************1353,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,11,220,"6,050",5%,303,"5,968",300, Refunded  ,23/06/2024,04/07/2024,40,Amy,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Matthew Gonzalez,207-584-0964,Matthew.G@gmail.com,2,Platinum,0,0,Cash,************4650,Check-Out,BB,A,Family,Deluxe Room,2,2,Direct,650,2,160,"1,300",10%,130,"1,330",300, Refunded  ,05/08/2024,07/08/2024,40,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Darin Clayton,652-229-3641,Clayton.Darin@outlook.com,3,Gold,0,0,Credit Card,************7312,Check-Out,BB,A,Corporate,Studio,3, -   ,Agoda,"1,650",12,720,"19,800",5%,990,"19,530",300, Refunded  ,03/05/2024,15/05/2024,40,Amy,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Alejandro Thompson,453-656-6176,Alejandro_T@xfinity.com,3,Platinum,0,0,Online Transfer,************3017,Check-Out,BB,A,Corporate,Studio,3, -   ,Direct,"1,650",5,300,"8,250",10%,825,"7,725",300, Refunded  ,08/01/2024,13/01/2024,40,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Donald Poole,511-777-3393,Poole.Donald@mail.com,2,Platinum,0,0,Online Transfer,************8749,Check-Out,BB,A,Individual,Studio,3, -   ,Direct,"1,650",2,120,"3,300",10%,330,"3,090",300, Refunded  ,04/03/2024,06/03/2024,40,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Timothy Wilson,166-168-6185,TWilson@yandex.com,5,Gold,0,0,Credit Card,************1241,Check-Out,BB,A,Individual,Single Room,1,1,Booking.com,550,9,360,"4,950",5%,248,"5,063",300, Refunded  ,14/08/2024,23/08/2024,0,Leo,Sales Manager,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Jessica Lee,144-346-8155,Lee.Jessica@hotmail.com,2,Gold,0,0,Online Transfer,************4071,Check-Out,BB,E,Corporate,Deluxe Room,2, -   ,Agoda,650,3,120,"1,950",5%,98,"1,973",300, Refunded  ,29/11/2024,02/12/2024,46,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Veronica Williams,322-794-2049,Williams.Veronica@xfinity.com,5,Platinum,0,0,Credit Card,************6904,Check-Out,BB,G,Corporate,Single Room,1, -   ,Booking.com,550,2,40,"1,100",10%,110,"1,030",300, Refunded  ,19/05/2024,21/05/2024,58,Derek,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Megan Mullins,589-020-2655,MMullins29@aol.com,5,Platinum,0,0,Cash,************7460,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,10,200,"5,500",10%,550,"5,150",300, Refunded  ,22/09/2024,02/10/2024,42,Amy,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Devin Morgan,431-216-0139,DMorgan40@aol.com,4,Gold,0,0,Online Transfer,************2605,Check-Out,BB,A,Individual,Studio,3,1,Direct,"1,650",13,"1,040","21,450",5%,"1,073","21,418",300, Refunded  ,17/12/2024,30/12/2024,46,Derek,Sales Executive,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Julie Bell,176-524-6141,Bell.Julie@verizon.com,4,Platinum,0,0,Credit Card,************7508,Check-Out,BB,D,Family,Studio,3, -   ,Booking.com,"1,650",6,360,"9,900",10%,990,"9,270",300, Refunded  ,31/10/2024,06/11/2024,48,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Heather Lopez,868-453-4856,Heather_Lopez@comcast.net,4,Gold,0,0,Credit Card,************5964,Check-Out,BB,A,Individual,Studio,3, -   ,Direct,"1,650",9,540,"14,850",5%,743,"14,648",300, Refunded  ,05/01/2024,14/01/2024,40,Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Ashley Hardy,714-440-9811,Ashley.H@att.com,5,Platinum,0,0,Credit Card,************5727,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Direct,650,12,480,"7,800",10%,780,"7,500",300, Refunded  ,19/06/2024,01/07/2024,43.2,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Karen Sanchez,960-714-1881,KarenSanchez24@verizon.com,3,Platinum,0,0,Online Transfer,************5568,Check-Out,BB,A,Family,Royal Suite ,3,2,Agoda,"1,800",8,800,"14,400",10%,"1,440","13,760",300, Refunded  ,02/04/2024,10/04/2024,48,Leo,Sales Manager,30,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Douglas Russo,240-660-0366,Douglas_Russo44@verizon.com,5,Gold,0,0,Cash,************6768,Check-Out,BB,D,Corporate,Studio,3, -   ,Agoda,"1,650",6,360,"9,900",5%,495,"9,765",300, Refunded  ,13/07/2024,19/07/2024,43.2,Leo,Sales Manager,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Tara Reed,247-187-0716,Tara.R@aol.com,5,Gold,0,0,Cash,************9989,Check-Out,BB,D,Corporate,Studio,3, -   ,Agoda,"1,650",13,780,"21,450",5%,"1,073","21,158",300, Refunded  ,22/08/2024,04/09/2024,33.3,Leo,Sales Manager,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Rebecca Shannon,162-736-9224,Rebecca.S@outlook.com,5,Platinum,0,0,Online Transfer,************5691,Check-Out,BB,C,Corporate,Deluxe Room,2, -   ,Booking.com,650,6,240,"3,900",10%,390,"3,750",300, Refunded  ,16/05/2024,22/05/2024,41.4,Derek,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Daniel Taylor,698-986-5699,DanielTaylor@aol.com,2,Platinum,0,0,Credit Card,************6773,Check-Out,BB,A,Individual,Single Room,1,1,Booking.com,550,5,200,"2,750",10%,275,"2,675",300, Refunded  ,05/02/2024,10/02/2024,26.1,Derek,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Erica Smith,300-178-9297,EricaSmith@comcast.net,2,Gold,0,0,Credit Card,************4582,Check-Out,BB,D,Corporate,Single Room,1, -   ,Booking.com,550,14,280,"7,700",5%,385,"7,595",300, Refunded  ,13/09/2024,27/09/2024,35,Derek,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jamie Mendez,218-122-5960,Jamie.M@mail.com,4,Platinum,0,0,Credit Card,************3862,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Direct,650,5,200,"3,250",10%,325,"3,125",300, Refunded  ,12/09/2024,17/09/2024,47.6,Amy,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Megan Henderson,906-786-7217,MeganHenderson@comcast.net,2,Platinum,0,0,Online Transfer,************5712,Check-Out,BB,A,Family,Studio,3, -   ,Agoda,"1,650",15,900,"24,750",10%,"2,475","23,175",300, Refunded  ,15/09/2024,30/09/2024,22.5,Leo,Sales Manager,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Nicolas Smith,995-788-7769,Smith_Nicolas@aol.com,2,Gold,0,0,Credit Card,************3962,Check-Out,BB,D,Family,Single Room,1,1,Direct,550,11,440,"6,050",5%,303,"6,188",300, Refunded  ,24/06/2024,05/07/2024,48.9,Derek,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Stephen Morgan,347-792-4598,Morgan.Stephen@mail.com,2,Platinum,0,0,Credit Card,************4953,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,11,440,"7,150",10%,715,"6,875",300, Refunded  ,29/05/2024,09/06/2024,43.2,Amy,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Christopher Martinez,666-967-9808,Christopher.Martinez62@yandex.com,3,Gold,0,0,Credit Card,************6376,Check-Out,BB,A,Corporate,Single Room,1, -   ,Booking.com,550,15,300,"8,250",5%,413,"8,138",300, Refunded  ,12/09/2024,27/09/2024,40,Amy,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Adam Sanchez,104-681-6798,Sanchez.Adam@xfinity.com,4,Gold,0,0,Cash,************8515,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,2,40,"1,100",5%,55,"1,085",300, Refunded  ,29/03/2024,31/03/2024,48,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Stephanie Jackson,387-388-1415,Stephanie_Jackson92@verizon.com,5,Platinum,0,0,Credit Card,************9114,Check-Out,BB,A,Family,Deluxe Room,2,2,Booking.com,650,14,"1,120","9,100",10%,910,"9,310",300, Refunded  ,14/08/2024,28/08/2024,48,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Amy Jones,606-587-0130,Jones_Amy@xfinity.com,2,Platinum,0,0,Online Transfer,************4399,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,10,400,"6,500",10%,650,"6,250",300, Refunded  ,03/09/2024,13/09/2024,48,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Bruce Branch,638-827-5905,Bruce.B@verizon.com,2,Platinum,0,0,Credit Card,************3810,Check-Out,BB,A,Corporate,Studio,3, -   ,Agoda,"1,650",5,300,"8,250",10%,825,"7,725",300, Refunded  ,08/01/2024,13/01/2024,40,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Daniel Cole,114-582-0676,Cole.Daniel@hotmail.com,5,Platinum,0,0,Credit Card,************5013,Check-Out,BB,A,Family,Studio,3, -   ,Booking.com,"1,650",4,240,"6,600",10%,660,"6,180",300, Refunded  ,12/04/2024,16/04/2024,48,Amy,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Larry Carter,544-393-9571,LarryCarter@hotmail.com,4,Gold,0,0,Online Transfer,************1205,Check-Out,BB,A,Family,Single Room,1,1,Booking.com,550,13,520,"7,150",5%,358,"7,313",300, Refunded  ,05/11/2024,18/11/2024,40,Leo,Sales Manager,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Melanie Scott,910-135-3317,MScott92@outlook.com,5,Platinum,0,0,Credit Card,************8384,Check-Out,BB,F,Corporate,Deluxe Room,2, -   ,Agoda,650,8,320,"5,200",10%,520,"5,000",300, Refunded  ,13/07/2024,21/07/2024,40,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Brian Cross,358-125-0368,Brian.Cross@outlook.com,3,Gold,0,0,Cash,************2130,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Agoda,650,9,360,"5,850",5%,293,"5,918",300, Refunded  ,21/03/2024,30/03/2024,35,Leo,Sales Manager,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jennifer Shah,555-479-9886,Jennifer_Shah83@outlook.com,3,Gold,0,0,Online Transfer,************6717,Check-Out,BB,A,Individual,Studio,3, -   ,Booking.com,"1,650",15,900,"24,750",5%,"1,238","24,413",300, Refunded  ,03/03/2024,18/03/2024,59,Leo,Sales Manager,25,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Jason Herman,135-716-2205,JasonHerman@xfinity.com,4,Platinum,0,0,Cash,************7593,Check-Out,BB,A,Family,Deluxe Room,2,1,Booking.com,650,16,960,"10,400",10%,"1,040","10,320",300, Refunded  ,05/07/2024,21/07/2024,36,Amy,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Benjamin Finley,161-816-1081,BFinley@protonmail.com,4,Gold,0,0,Cash,************5195,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Direct,650,16,640,"10,400",5%,520,"10,520",300, Refunded  ,09/02/2024,25/02/2024,44.1,Leo,Sales Manager,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Scott Anthony,528-691-0334,Scott.Anthony@xfinity.com,5,Gold,0,0,Online Transfer,************6994,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Agoda,650,14,560,"9,100",5%,455,"9,205",300, Refunded  ,14/07/2024,28/07/2024,24.79,Derek,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Zoe Moore,285-708-3703,Zoe.Moore@xfinity.com,2,Gold,0,0,Online Transfer,************9165,Check-Out,BB,A,Corporate,Single Room,1, -   ,Direct,550,16,320,"8,800",5%,440,"8,680",300, Refunded  ,11/03/2024,27/03/2024,48,Derek,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Matthew Robinson,341-561-4640,Matthew.Robinson@yahoo.com,3,Gold,0,0,Credit Card,************5302,Check-Out,BB,A,Family,Studio,3,1,Booking.com,"1,650",11,880,"18,150",5%,908,"18,123",300, Refunded  ,12/08/2024,23/08/2024,40,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Summer Morris,567-801-3218,Morris.Summer@xfinity.com,5,Gold,0,0,Credit Card,************8071,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Agoda,650,4,160,"2,600",5%,130,"2,630",300, Refunded  ,31/05/2024,04/06/2024,42.55,Derek,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Hector Wright,887-498-4881,Hector.W70@verizon.com,2,Platinum,0,0,Online Transfer,************1477,Check-Out,BB,A,Corporate,Studio,3, -   ,Booking.com,"1,650",1,60,"1,650",10%,165,"1,545",300, Refunded  ,07/04/2024,08/04/2024,35,Derek,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Michael Carter,960-813-5961,Carter_Michael25@hotmail.com,4,Platinum,0,0,Credit Card,************6340,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Agoda,650,2,80,"1,300",10%,130,"1,250",300, Refunded  ,18/01/2024,20/01/2024,40,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Thomas Mayo,979-062-2077,Thomas_Mayo@mail.com,5,Platinum,0,0,Online Transfer,************6315,Check-Out,BB,A,Family,Royal Suite ,3,2,Agoda,"1,800",8,800,"14,400",10%,"1,440","13,760",300, Refunded  ,02/01/2024,10/01/2024,40,Amy,Sales Executive,30,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Marissa Bennett,278-780-6027,Marissa_Bennett92@yandex.com,4,Gold,0,0,Cash,************4583,Check-Out,HB,E,Corporate,Single Room,1, -   ,Booking.com,550,6,120,"3,300",5%,165,"3,255",300, Refunded  ,10/11/2024,16/11/2024,105.5,Derek,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Tammy Williams,230-743-9983,TammyWilliams16@att.com,3,Gold,0,0,Cash,************7172,Check-Out,HB,E,Corporate,Single Room,1, -   ,Direct,550,6,120,"3,300",5%,165,"3,255",300, Refunded  ,27/06/2024,03/07/2024,111.5,Leo,Sales Manager,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Adam Wall,244-456-8672,Wall.Adam@aol.com,2,Platinum,0,0,Cash,************4494,Check-Out,BB,A,Corporate,Deluxe Room,2, -   ,Booking.com,650,11,440,"7,150",10%,715,"6,875",300, Refunded  ,25/02/2024,07/03/2024,36,Leo,Sales Manager,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Noah Willis,956-041-3558,Noah_Willis@zoho.com,5,Platinum,0,0,Cash,************8767,Check-Out,BB,E,Family,Deluxe Room,2,1,Booking.com,650,8,480,"5,200",10%,520,"5,160",300, Refunded  ,11/11/2024,19/11/2024,54.99,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Christopher Kim,280-248-8305,Kim.Christopher22@att.com,2,Platinum,0,0,Online Transfer,************6451,Check-Out,BB,A,Corporate,Single Room,1, -   ,Agoda,550,8,160,"4,400",10%,440,"4,120",300, Refunded  ,13/11/2024,21/11/2024,43.2,Derek,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Robin Tran,305-497-0341,Robin.Tran@mail.com,2,Platinum,0,0,Online Transfer,************2040,Check-Out,BB,A,Corporate,Single Room,1, -   ,Agoda,550,4,80,"2,200",10%,220,"2,060",300, Refunded  ,10/12/2024,14/12/2024,44.1,Derek,Sales Executive,15,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,April Carter,112-337-5828,April.Carter20@comcast.net,4,Gold,0,0,Credit Card,************6126,Check-Out,BB,D,Corporate,Deluxe Room,2, -   ,Direct,650,11,440,"7,150",5%,358,"7,233",300, Refunded  ,08/04/2024,19/04/2024,36,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Heather Mcmillan,139-366-2051,HMcmillan@aol.com,2,Platinum,0,0,Cash,************9994,Check-Out,HB,D,Family,Deluxe Room,2,2,Booking.com,650,16,"1,280","10,400",10%,"1,040","10,640",300, Refunded  ,26/10/2024,11/11/2024,70,Leo,Sales Manager,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Chad Mitchell,903-195-1788,Mitchell_Chad@mail.com,2,Platinum,0,0,Credit Card,************2493,Check-Out,HB,C,Individual,Studio,3, -   ,Agoda,"1,650",5,300,"8,250",10%,825,"7,725",300, Refunded  ,19/09/2024,24/09/2024,93,Amy,Sales Executive,25,Poor
